name	glass-size (oz)	category		measurement-1	Units	ingredient-1	measurement-2	units	ingredient-2	measurement-3	units	ingredient-3	measurement-4	units	ingredient-4	Measurement-5	Units	ingredient-5	measurement-6	units	ingredient-6	special ingredients	instructions	glass	glass-size (oz)
Jacqueline	6	Rum - Daiquiris		2	oz	 Dark rum	1	oz	 Triple Sec	1	oz	 Fresh Lime Juice	1	oz	 Simple Syrup								Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Jack Sparrow Flip	7	Rum - Daiquiris		2	oz	 Dark rum	0.75	oz	 Madeira	0.75	oz	 Simple Syrup	1	oz	 Egg	1.00	oz	 Angostura Bitters				Nutmeg	Shake without ice. Then shake with ice and strain into highball glass. Top with nutmeg.	Highball Glass	7
Irresistible	6	Rum - Daiquiris		1.5	oz	 Light Rum	0.5	oz	 Sweet Vermouth	0.25	oz	 Benedictine	0.25	oz	 Fresh lemon juice			 Lemon twist				Lemon Twist	Shake and strain into cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Carroll Cocktail	6	Brandy		1.5	oz	 Brandy	0.75	oz	 Sweet Vermouth	1	oz	 Maraschino cherry										Cherry	Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.	Cocktail Glass	6
Hush and Wonder	6	Rum - Daiquiris		1	oz	 Creme de violette	2	oz	 Light Rum	0.75	oz	 Fresh Lime Juice	0.75	oz	 Simple Syrup	2.00	oz	 Grapefruit bitters					Pour creme de violette into chilled cocktail glass and swirl to coat; discard excess liqueur. Shake remaining ingredients with ice and strain into glass.	Cocktail Glass	6
Hurricane Leah	14	Rum - Daiquiris		0.25	oz	" each Light Rum, Gin, Vodka, Blanco tequila, Blue curacao"	1	oz	 cherry-flavored brandy	1.5	oz	 Simple Syrup	1.5	oz	 Fresh lemon juice	3.00	oz	 Fresh orange juice				Orange Slice	"Pour ingredients, in order given, into ice-filled hurricane glass and stir. Garnish with an orange slice."	Hurricane Glass	14
Gimlet Cocktail	6	Cocktail Classics		1	oz	 Rose's Lime Juice	1	oz	 Powdered Sugar	1.5	oz	 Old Mr. Boston Dry Gin											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Hurricane	14	Rum - Daiquiris		1.5	oz	" each Dark rum, light rum"	1	oz	 Passion Fruit Syrup	1	oz	 Lime Juice	0.75	oz	 Orange juice	0.50	oz	" each Simple Syrup, grenadine"				"Orange Slice, Cherry"	Shake with ice and strain into ice-filled hurricane glass. Garnish with an orange slice and a cherry.	Hurricane Glass	14
Hop Toad	6	Rum - Daiquiris		0.75	oz	 Light Rum	0.75	oz	 Apricot-Flavored Brandy	0.5	oz	 Fresh Lime Juice											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
The Holy Roller	6	Rum - Daiquiris		1.5	oz	 Cachaca	0.75	oz	 Fresh Lime Juice	0.5	oz	 Honey Syrup	4	count	Fresh mint leaves	1.00	oz	 Angostura Bitters	0.5	oz	 Champagne or sparkling wine	Mint	Shake first five ingredients with ice. Strain into chilled cocktail glass. Top with Champagne or sparkling wine. Garnish with mint.	Cocktail Glass	6
Hemingway's Nog	6	Rum - Daiquiris		1.5	oz	 Dark rum	0.75	oz	 Vanilla liqueur	0.25	oz	 Simple Syrup	1	oz	 Creme fraiche	3.00	oz	" tiki bitters, such as Bittermen's Elemakule"				Nutmeg	Shake with ice and strain into chilled cocktail glass. Top with nutmeg.	Cocktail Glass	6
Flying Scotchman Cocktail	6	Cocktail Classics		1	oz	 Sweet Vermouth	1	oz	 Desmond & Duff Scotch Whisky	1	oz	 Bitters	0.25	oz	 Sugar Syrup								Stir with ice and strain into cocktail glass.	Cocktail Glass	6
Flying Grasshopper Cocktail	6	Cocktail Classics		0.75	oz	 Old Mr. Boston Green Creme de Menthe	0.75	oz	 Old Mr. Boston White Creme de Cacao	0.75	oz	 Old Mr. Boston Vodka											Stir with ice and strain into cocktail glass.	Cocktail Glass	6
Havana Cocktail	6	Rum - Daiquiris		0.75	oz	 Light Rum	1.5	oz	 Pineapple Juice	0.25	oz	 Fresh lemon juice											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Harvest Nectar	10	Rum - Daiquiris		1.5	oz	 Light Rum	1	oz	 Pineapple Juice	1	oz	 Cranberry Juice	1	oz	 Orange juice	1.00	oz	 Lemon-lime soda					Shake with ice and strain into ice-filled beer mug.	Beer Mug	10
Fancy Brandy Cocktail	6	Cocktail Classics		2	oz	 Old Mr. Boston Five Star Brandy	1	oz	 Bitters	0.25	oz	 Old Mr. Boston Triple Sec	0.25	oz	 Powdered Sugar							Lemon Twist	Shake with ice and strain into cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Fallen Angel Cocktail	6	Cocktail Classics		1	oz	 Juice of a Lime	1.5	oz	 Old Mr. Boston Dry Gin	1	oz	 Bitters	0.5	oz	 Old Mr. Boston White Creme de Menthe							Cherry	Shake with ice and strain into cocktail glass. Garnish with a cherry.	Cocktail Glass	6
The Poncho	6	Tequila		2	oz	 Reposado tequila	0.5	oz	 Dry Vermouth	0.5	oz	 Maraschino liqueur	2	oz	 Peychaud's Bitters							Cherry	Stir with ice and strain into chilled cocktail glass. Garnish with a cherry.	Cocktail Glass	6
Hai Karate	14	Rum - Daiquiris		2	oz	 Dark rum	1	oz	 Fresh Lime Juice	1	oz	 Pineapple Juice	1	oz	 Orange juice	1.00	oz	 Maple Syrup	1	count	 Angostura Bitters	"Cherry, Orange Slice"	Shake with ice and strain into ice-filled Collins glass. Garnish with a cherry and an orange slice.	Collins Glass	14
Cara Sposa	6	Brandy		1	oz	 Coffee-flavored brandy	0.75	oz	 Triple Sec	0.5	oz	 half-and-half											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Traditional Martini (Dry)	6	Cocktail Classics		1	oz	 Gin	1	oz	 Dry Vermouth	1	oz	 Orange Bitters										Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Pina Agave	6	Tequila		2	oz	 Cucumber	1.5	oz	 Blanco tequila	1	oz	 Pineapple Juice	0.75	oz	 Fresh lemon juice	0.25	oz	 Agave nectar			" Lemon-lime soda, cucumber slice"	Cucumber	Muddle 2 cucumber slices in mixing glass. Add the next four ingredients. Shake with ice and strain into chilled cocktail glass. Top with soda and garnish with a cucumber slice.	Cocktail Glass	6
Grande Guignol	6	Rum - Daiquiris		1.5	oz	 Dark rum	0.75	oz	 Yellow Chartreuse	0.75	oz	 Cherry Heering	0.75	oz	 Fresh Lime Juice							Lime Slice	Shake with ice and strain into chilled cocktail glass. Garnish with a lime slice.	Cocktail Glass	6
Pancho Villa	6	Tequila		1	oz	 Anejo tequila	0.75	oz	 Aperol	0.75	oz	 Sweet Vermouth	1	oz	 Peach bitters							Grapefruit Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.	Cocktail Glass	6
Paloma (Natural)	14	Tequila		2	oz	 Blanco tequila	2	oz	 Fresh white or ruby red grapefruit juice	1	oz	 Soda water										Lime Slice	Pour tequila and grapefruit juice into ice-filled Collins glass. Fill with soda water and stir briefly. Garnish with a lime slice	Collins Glass	14
Golden Friendship	14	Rum - Daiquiris		1	oz	 Light Rum	1	oz	 Sweet Vermouth	1	oz	 Amaretto	1	count	 Lemon twist							"Orange Slice, Cherry"	"Stir first three ingredients in ice-filled Collins glass with ice, then fill with ginger ale. Garnish with an orange slice and a cherry."	Collins Glass	14
Paloma	14	Tequila		2	oz	 Blanco tequila	1	oz	 Grapefruit-flavored soda													Lime Slice	Pour tequila into ice-filled Collins glass. Fill glass with soda and stir briefly. Garnish with a lime slice	Collins Glass	14
Pacific Sunshine	14	Tequila					1.5	oz	 Blanco tequila	1.5	oz	 Blue curacao	0.75	oz	 Simple Syrup	0.50	oz	 Fresh lemon juice	1	count	 Angostura Bitters	"Preserved Lemon Slice, Salt"	Rim chilled hurricane or parfait glass with lemon and salt; reserve lemon. Shake remaining ingredients with ice in mixing glass. Pour with ice into glass. Garnish with a preserved lemon slice.	Hurricane Glass	14
Golden Eclipse	6	Rum - Daiquiris		1.5	oz	 Dark rum	0.25	oz	 Amaro	0.5	oz	 Fresh lemon juice	1	oz	 Orange Bitters	3.00	oz	 Sparkling apple cider				Apple Slice	Shake first four ingredients with ice. Strain into chilled cocktail glass. Top with cider. Garnish with an apple slice.	Cocktail Glass	6
Diplomat Cocktail	6	Cocktail Classics		1.5	oz	 Dry Vermouth	0.5	oz	 Sweet Vermouth	2	oz	 Bitters	0.5	oz	 Maraschino							"Lemon Slice, Cherry"	Stir with ice and strain into cocktail glass. Garnish with a lemon slice and a cherry.	Cocktail Glass	6
Oldest Temptation	6	Tequila		2	oz	 Anejo tequila	1	oz	 Apple juice	0.5	oz	 Fresh lemon juice	0.5	oz	 Triple Sec	0.50	oz	 Simple Syrup	1	oz	" Angostura Bitters, flamed lemon twist"	Flamed Lemon Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a flamed lemon twist.	Cocktail Glass	6
Ginger Grapefruit Rickey	7	Rum - Daiquiris		2	oz	 Light Rum	2	oz	 Fresh grapefruit juice	1	oz	 Ginger liqueur	0.5	oz	 Fresh Lime Juice	1.00	oz	 Soda water					Shake first four ingredients with ice. Strain into ice-filled highball glass and top with soda water.	Highball Glass	7
Calvados Cocktail	6	Brandy		1.5	oz	 Calvados	1.5	oz	 Orange juice	0.75	oz	 Triple Sec	1	oz	 Orange Bitters								Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Daiquiri Cocktail	6	Cocktail Classics		1	oz	 Juice of a Lime	1	oz	 Powdered Sugar	1.5	oz	 Old Mr. Boston Rum											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
The Oaxaca Old-Fashioned	6	Tequila		1.5	oz	 Reposado tequila	0.5	oz	 Mezcal	0.25	oz	 Agave nectar	2	oz	 Angostura Bitters							Flamed Orange Twist	Stir with ice and strain into chilled old-fashioned glass. Garnish with a flamed orange twist.	Old-Fashioned Glass	6
Cuban Special Cocktail	6	Cocktail Classics		1	oz	 Pineapple Juice	0.5	oz	 Juice of a Lime	1	oz	 Old Mr. Boston Rum	0.5	oz	 Old Mr. Boston Triple Sec							"Pineapple Slice, Cherry"	Shake with ice and strain into cocktail glass. Garnish with a pineapple slice and a cherry.	Cocktail Glass	6
Gaugin	6	Rum - Daiquiris		2	oz	 Light Rum	0.5	oz	 Fresh lemon juice	0.5	oz	 Fresh Lime Juice	0.5	oz	 Passion Fruit Syrup							Cherry	Combine ingredients with 1 cup crushed ice in blender on low speed. Serve in chilled old-fashioned glass. Garnish with a cherry.	Old-Fashioned Glass	6
The Nomad South	6	Tequila		2	oz	 Blanco tequila	1	oz	 Orange juice	0.5	oz	 Blood orange juice	0.5	oz	 Agave nectar	3.00	oz	 Fresh Lime Juice	1	oz	 Whiskey barrel bitters		Shake well with ice and strain into ice-filled old-fashioned glass.	Old-Fashioned Glass	6
Creole Lady Cocktail	6	Cocktail Classics		1.5	oz	 Old Kentucky Tavern Bourbon Whiskey	1.5	oz	 Madeira	1	oz	 Grenadine										Cherry	Stir with ice and strain into cocktail glass. Garnish with a green cherry and a red cherry.	Cocktail Glass	6
No. 8	6	Tequila		2	oz	 Reposado tequila	0.75	oz	 Palo cortado or oloroso sherry	0.5	oz	 Honey liqueur	2	oz	 Orange Bitters							Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Fog Cutter	14	Rum - Daiquiris		1.5	oz	 Light Rum	0.5	oz	 Brandy	0.5	oz	 Gin	1.5	oz	 Fresh lemon juice	1.00	oz	 each Orange juice and sweet sherry	1.5	oz	 Almond or orgeat syrup		Shake first six ingredients with ice and strain into ice-filled Collins glass. Top with sherry.	Collins Glass	14
Mexicola	14	Tequila		2	oz	 Blanco tequila	0.5	oz	 Fresh Lime Juice	1	oz												Pour tequila and lime juice into ice-filled Collins glass. Fill with cola and stir.	Collins Glass	14
Floridita No. 3	6	Rum - Daiquiris		2	oz	 Light Rum	0.75	oz	 Fresh Lime Juice	0.5	oz	 Grapefruit Juice	0.5	oz	 Maraschino liqueur	0.50	oz	 Simple Syrup				Lime Slice	Shake with ice and strain into chilled champagne flute. Garnish with a lime slice.	Champagne Flute	6
Mexican Monk	6	Tequila		2	oz	 Reposado tequila	0.5	oz	 Dry Sherry	0.25	oz	 Coffee liqueur	0.25	oz	 Benedictine							Lemon Twist	Stir well with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Floridita No. 1	6	Rum - Daiquiris		1.5	oz	 Light Rum	0.5	oz	 Fresh Lime Juice	0.5	oz	 Sweet Vermouth	1	oz	 White creme de cacao	1.00	oz	 Grenadine				Lime Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a lime twist.	Cocktail Glass	6
Mexican Madras	6	Tequila		1.5	oz	 Blanco tequila	2	oz	 Cranberry Juice	1	oz	 Orange juice	0.25	oz	 Fresh Lime Juice							Orange Slice	Shake with ice and strain into old-fashioned glass. Garnish with an orange slice.	Old-Fashioned Glass	6
Cadiz	6	Brandy		0.25	oz	 Blackberry-flavored brandy	0.25	oz	 Dry Sherry	0.5	oz	 Triple Sec	0.5	oz	 half-and-half								Shake with ice and strain into ice-filled old-fashioned glass.	Old-Fashioned Glass	6
Chocolate Soldier Cocktail	6	Cocktail Classics		0.5	oz	 Juice of a Lime	0.75	oz	 Dubonnet	1.5	oz	 Old Mr. Boston Dry Gin											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Fireman's Sour	6	Rum - Daiquiris		2	oz	 Light Rum	2	oz	 Fresh Lime Juice	0.25	oz	 Simple Syrup	0.25	oz	 Grenadine	1.00	oz	 Soda water (optional)				"Lemon Slice, Cherry"	"Shake first four ingredients with ice and strain into chilled old-fashioned glass. Fill with soda water, if desired. Garnish with a lemon slice and cherry."	Old-Fashioned Glass	6
Fat Like Buddha	6	Rum - Daiquiris		2	oz	 Dark rum	0.75	oz	 Dubonnet Rouge	0.25	oz	 Benedictine	0.25	oz	 Triple Sec							Flamed Orange Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a flamed orange twist.	Cocktail Glass	6
Cherry Blossom Cocktail	6	Cocktail Classics		1.5	oz	 Old Mr. Boston Five Star Brandy	0.5	oz	 Old Mr. Boston Wild Cherry Flavored Brandy	1.5	oz	 Old Mr. Boston Triple Sec	1.5	oz	 Grenadine	1.00	oz	 Lemon Juice				"Cherry, Powdered Sugar"	Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Garnish with a Maraschino cherry.	Cocktail Glass	6
Fair-and-Warmer Cocktail	6	Rum - Daiquiris		1.5	oz	 Light Rum	0.75	oz	 Sweet Vermouth	0.5	oz	 Triple Sec											Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Chelsea Sidecar Cocktail	6	Cocktail Classics		0.25	oz	 Juice of a Lemon	0.75	oz	 Old Mr. Boston Triple Sec	0.75	oz	 Old Mr. Boston Dry Gin											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Mexican Firing Squad	7	Tequila		2	oz	 Blanco tequila	1	oz	 Simple Syrup	0.75	oz	 Fresh Lime Juice	1	oz	 pomegranate molasses (available at Middle Eastern grocers)	1.00	oz	 Angostura Bitters				Lime Slice	Shake and strain into ice-filled highball glass. Garnish with a lime slice.	Highball Glass	7
Mexicana	6	Tequila		0.5	oz	 Blanco tequila	1	oz	 Fresh lemon juice	0.5	oz	 Pineapple Juice	1	oz	 Grenadine								Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
El Presidente Cocktail No. 2	6	Rum - Daiquiris		1.5	oz	 Light Rum	0.75	oz	 Dry Vermouth	1	oz	 Angostura Bitters											Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Margarita Tequila	6	Shooters		1	oz	" Lime wedge, coarse salt"	1.5	oz	 Blanco tequila	0.75	oz	 Cointreau triple sec	0.75	oz	 Fresh Lime Juice							Salt	Rim chilled cocktail glass with lime and salt. Shake remaining ingredients and ice and strain into glass.	Cocktail Glass	6
Lillypad	6	Tequila		1.5	oz	 Blanco tequila	0.5	oz	 each Lillet Blanc and Lillet Rouge	1.5	oz	 Apple juice	0.75	oz	 Fresh Lime Juice	0.25	oz	 Agave nectar				Blood Orange Slice	Shake with ice and strain into chilled cocktail glass. Garnish with a blood orange slice	Cocktail Glass	6
X. Y. Z. Cocktail	6	Cocktail Classics		1	oz	 Lemon Juice	0.5	oz	 Old Mr. Boston Triple Sec	1	oz	 Old Mr. Boston Rum											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
La Ultima Palabra	6	Tequila		0.75	oz	 Blanco tequila	0.75	oz	 Fresh grapefruit juice	0.75	oz	 Fresh Lime Juice	0.75	oz	 Yellow Chartreuse	0.25	oz	 Maraschino liqueur				Grapefruit Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.	Cocktail Glass	6
La Perla	6	Tequila		1.5	oz	 Reposado tequila	1.5	oz	 Manzanilla sherry	0.75	oz	 Pear liqueur	1	count	 Ginger ale							Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Bull's Milk	14	Brandy		1.5	oz	 Brandy	1	oz	 Light Rum	0.25	oz	 Simple Syrup	3	oz	 Milk							"Nutmeg, Cinnamon"	Shake with ice and strain into chilled Collins glass. Top with nutmeg and cinnamon.	Collins Glass	14
La Bomba	6	Tequila		1	oz	" Lime wedge, superfine sugar"	1.25	oz	 Gold tequila	0.75	oz	 Triple Sec	1.5	oz	 Pineapple Juice	0.25	oz	 Orange juice	1	oz	 Grenadine	"Lime Slice, Salt"	Rim chilled cocktail glass with lime wedge and sugar. Combine next four ingredients with ice and shake briefly. Pour with ice into glass. Add grenadine and garnish with a lime slice.	Cocktail Glass	6
Jinx Cocktail	6	Tequila		1	oz	 Blanco tequila	0.75	oz	 Blood orange liqueur	0.75	oz	 Becherovka (Czech digestif)	1	oz	 Fresh grapefruit juice							Flamed Grapefruit Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a flamed grapefruit twist.	Cocktail Glass	6
The Interesting Cocktail	6	Tequila		2	oz	 Blanco tequila	0.5	oz	 Aperol	0.5	oz	 Dark creme de cacao	0.75	oz	 Fresh lemon juice							Grapefruit Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a grapefruit twist.	Cocktail Glass	6
Hot Pants	6	Tequila		1	oz	" Lime wedge, coarse salt"	1.5	oz	 Blanco tequila	0.5	oz	 Peppermint schnapps	0.5	oz	 Grapefruit Juice	0.50	oz	 Simple Syrup				Salt	Rim old-fashioned glass with lime and salt. Fill with ice. Shake remaining ingredients with ice. Strain into glass.	Old-Fashioned Glass	6
High Plains Drifter No. 1	6	Tequila		1	oz	 Campari	2	oz	 Blanco tequila	0.75	oz	 Fresh Lime Juice	0.75	oz	 Honey Syrup	1.00	oz	 Angostura Bitters					Swirl Campari in chilled cocktail glass to coat inside; discard excess Campari. Shake remaining ingredients with ice and strain into glass.	Cocktail Glass	6
Hairy Sunrise	14	Tequila		0.75	oz	 Blanco tequila	0.75	oz	 Vodka	0.5	oz	 Triple Sec	3	oz	 Orange juice	1.00	oz	 Fresh grenadine				Lime Slice	Shake first four ingredients with ice. Strain into ice-filled Collins glass. Top with grenadine. Garnish with a lime slice.	Collins Glass	14
Guadalajara	6	Tequila		2	oz	 Blanco tequila	1	oz	 Dry Vermouth	0.5	oz	 Benedictine										Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Frostbite	6	Tequila		1	oz	 Blanco tequila	0.75	oz	 White creme de cacao	0.75	oz	 Heavy cream										Nutmeg	Shake with ice and strain into chilled cocktail glass. Top with nutmeg.	Cocktail Glass	6
Flower Power	6	Tequila		2	oz	 Blanco tequila	1	oz	 Grapefruit Juice	0.5	oz	 Agave nectar	1	oz	 Egg White	3.00	oz	 Orange blossom water	1	oz	 Peychaud's Bitters		Shake without ice. Then shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Cablegram Highball	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	2	oz	 Old Thompson Blended Whiskey											Stir with ice cubes in highball glass and fill with ginger ale.	Highball Glass	7
Cabaret Cocktail	6	Cocktail Classics		1.5	oz	 Old Mr. Boston Dry Gin	2	oz	 Bitters	0.5	oz	 Dry Vermouth	0.25	oz	 Benedictine							Cherry	Stir with ice and strain into cocktail glass. Garnish with a cherry.	Cocktail Glass	6
Bulla's Eye	7	Brandy		1	oz	 Brandy	2	oz	 Hard cider	1	oz	 Ginger ale											"Stir brandy and hard cider in highball glass. Add ice, fill with ginger ale, and stir again."	Highball Glass	7
El Oso (The Bear)	6	Tequila		1	oz	Anejo tequila	0.75	oz	 Honey liqueur	0.5	oz	 Maraschino liqueur	2	oz	 The Bitter Truth's Jerry Thomas' Own Decanter Bitters								Stir with ice. Drop dehydrated orange slice into old-fashioned glass and add ice. Strain cocktail into glass.	Cocktail Glass	6
El Ni_o	6	Tequila		6	count	Lime wedges	1	oz	 Whole strawberry	0.75	oz	 Simple Syrup	2	oz	 Blanco tequila	3.00	oz	 Rose water					"Muddle lime, strawberry, and syrup in mixing glass. Add tequila and rose water and ice. Shake briefly and strain into ice-filled old-fashioned glass."	Old-Fashioned Glass	6
